IdAluno;Resultado;1>;14>;14>14>;14>14>31>;14>2>;14>2>14>;14>2>2>;14>2>2>31>;14>2>2>31>30>;14>2>31>;14>2>31>30>;14>2>41>;14>31>;14>31>14>;14>31>2>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>30>30>30>30>;14>31>30>30>30>30>30>30>;14>31>30>30>30>30>30>30>30>;14>31>30>48>;14>31>31>;14>31>41>;14>31>48>;14>31>48>30>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>49>;14>7>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;17>30>30>31>;17>30>31>;17>30>31>30>;17>30>48>;2>;2>14>;2>14>31>;2>2>;2>2>31>;2>2>31>30>;2>31>;2>31>2>;2>31>30>;2>31>30>30>;2>31>30>30>30>;2>41>;2>41>41>;28>;28>30>;29>;3>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>14>31>;30>30>17>;30>30>17>30>;30>30>2>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>14>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>30>;30>30>31>;30>30>31>30>;30>30>41>;30>30>48>;30>31>;30>31>14>;30>31>30>;30>31>30>31>;30>41>;30>41>41>;30>48>;30>48>14>;30>48>30>;30>48>41>;31>;31>14>;31>14>31>;31>14>31>30>;31>2>;31>2>2>;31>2>31>;31>30>;31>30>14>;31>30>17>;31>30>17>30>;31>30>2>;31>30>30>;31>30>30>14>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>41>41>;31>30>48>;31>30>48>14>;31>31>;31>31>30>;31>31>30>30>;31>41>;31>41>41>;31>48>;31>48>29>;31>48>30>;31>48>30>30>;32>;32>31>;38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>31>30>30>;41>41>;41>41>2>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>31>;41>41>41>41>41>;46>;48>;48>14>;48>14>31>;48>29>;48>30>;48>30>30>;48>30>30>30>;48>41>;48>48>;48>48>48>;48>48>48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>31>;7>5>;7>5>5>;7>6>
110-7098;insucesso;0;8;0;0;2;0;0;0;0;1;1;0;4;0;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;4;4;0;0;0;2;1;0;6;0;0;1;1;0;3;0;1;0;0;0;0;0;0;1;0;13;0;0;0;0;0;2;2;2;5;0;0;0;0;1;4;0;3;0;1;1;1;1;0;0;0;0;1;2;0;1;0;0;0;1;0;0;0;12;0;0;0;2;0;0;6;0;1;1;0;3;0;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;2;2;2;0;1;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0;1
11848-7098;SUCESSO;1;11;0;0;2;0;0;0;0;1;1;0;5;0;0;5;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;2;2;0;0;0;2;0;0;5;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;11;2;0;1;1;0;0;0;1;3;1;1;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;0;0;0;10;1;0;0;0;0;0;8;1;0;0;1;3;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13298-7098;insucesso;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15217-7098;SUCESSO;1;16;0;0;4;0;0;0;0;1;1;0;4;0;0;4;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;3;3;1;0;0;1;0;0;7;1;0;1;1;1;2;0;2;0;0;0;0;0;0;0;4;12;2;1;0;0;0;1;1;0;6;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;12;2;0;0;1;0;0;10;0;1;1;0;6;1;2;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;2;1;0;0;0;0;1;1;2;4;0;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
18184-7098;insucesso;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;2;0;0;0;0
18208-7098;insucesso;0;12;0;0;1;0;0;0;0;0;0;0;7;1;0;3;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;2;1;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;8;2;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;11;2;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18523-7274;SUCESSO;0;34;1;1;6;0;0;0;0;2;1;0;11;0;0;10;0;4;1;1;0;0;0;2;1;0;0;0;10;1;0;4;2;0;0;2;1;1;0;4;4;1;1;0;1;0;0;16;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;41;4;2;2;2;1;0;0;1;15;1;0;0;0;0;5;0;4;0;2;2;1;1;0;2;0;1;7;4;0;2;0;1;0;13;0;6;0;35;1;0;0;1;0;0;25;2;0;0;1;9;0;2;1;0;0;0;0;0;1;1;0;0;5;0;4;3;0;1;1;1;0;1;0;1;1;0;23;0;2;4;1;1;11;1;2;1;4;1;0;0;0;0;15;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;6;1;0;0;3;1;0;0;0
18875-7118;SUCESSO;0;38;2;1;8;0;4;0;0;2;1;0;14;0;1;10;1;8;7;2;1;0;0;0;1;0;0;0;7;0;0;3;2;0;0;0;1;0;0;7;7;4;2;0;0;0;0;14;0;0;6;2;2;6;0;5;5;5;1;0;0;0;0;0;20;10;3;3;1;1;3;3;1;12;5;2;2;2;1;11;4;6;2;5;4;4;4;2;1;0;1;1;1;0;1;0;2;0;1;0;1;0;25;1;0;0;3;0;0;16;1;1;1;0;11;1;11;6;5;4;4;3;2;0;0;1;0;0;0;2;2;1;2;0;0;0;0;0;1;0;2;21;0;1;4;0;0;6;0;1;0;3;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0
18900-7118;insucesso;0;12;0;0;1;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;0;0;0;0;0;12;0;0;3;3;1;5;2;1;1;0;2;2;0;0;0;0;8;0;0;0;0;0;0;0;0;4;0;0;0;0;0;3;0;3;0;3;2;1;0;0;0;0;0;2;0;0;0;0;1;1;2;0;0;2;13;0;0;0;5;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;17;0;2;1;0;0;6;0;1;0;4;1;3;1;2;0;9;1;1;0;0;0;0;2;2;2;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0
20306-7274;insucesso;1;6;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;1;0;0;0;2;0;0;1;0;0;1;0;1;0;1;1;1;1;1;1;7;0;0;0;2;2;1;1;6;3;3;0;0;0;0;0;1;0;0;0;2;0;0;0;1
21888-7274;SUCESSO;0;13;0;0;5;0;0;0;0;1;1;0;2;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;2;0;0;1;0;0;0;1;1;1;1;3;3;2;0;0;1;0;0;6;1;0;0;0;0;2;0;2;0;0;1;0;0;0;0;0;9;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;11;1;0;0;0;0;0;5;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;12;0;1;2;1;0;6;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0
22293-7098;SUCESSO;0;11;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;5;1;0;0;1;0;0;3;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;26;1;0;0;0;0;2;2;0;4;0;0;1;1;0;3;0;2;0;2;2;0;0;0;1;0;0;1;3;0;1;0;1;0;3;0;1;0;14;0;0;0;0;0;0;13;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;2;2;1;0;0;0;0;0;0;1;1;0;9;0;0;1;1;0;5;0;1;1;4;1;3;0;0;0;4;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;11;3;1;0;2;0;0;0;1
22460-7274;insucesso;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
22469-7274;SUCESSO;0;26;2;1;3;0;0;0;0;0;0;0;15;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;3;0;2;2;2;3;3;1;1;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;5;0;0;0;0;0;0;0;23;6;0;0;0;0;0;13;5;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0;6;1;0;0;1;0;0;0;1
22906-7098;SUCESSO;1;27;1;0;5;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;9;1;0;2;0;0;0;0;1;1;0;2;2;1;0;0;0;0;0;12;1;0;0;0;0;2;0;2;1;0;2;0;0;0;0;0;6;2;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;11;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;4;2;0;0;0;0;0;0;0;23;1;3;5;0;0;7;0;1;0;2;0;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
22929-7118;insucesso;0;22;0;0;2;0;0;0;0;2;1;0;8;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;1;1;0;0;1;1;1;6;4;2;0;0;0;0;1;8;0;0;1;1;0;3;0;1;0;0;0;0;0;0;0;0;25;2;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;4;0;0;1;22;1;1;1;1;0;0;12;0;0;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0;2;5;3;0;3;0;3;0;2;2;1;1;0;1;7;1;0;0;1;1;0;1;2;1;1;2;0;2;0;0;0;0;0;0;1;0;0;0;0
22946-7274;insucesso;0;16;1;0;3;1;1;1;1;0;0;0;6;0;0;4;1;1;1;1;1;1;1;0;1;0;2;2;1;0;0;0;0;0;0;0;1;1;0;3;3;1;0;0;0;0;1;6;2;0;2;1;1;2;0;2;1;0;1;0;0;0;0;0;13;2;1;0;0;0;3;3;2;2;0;0;0;0;0;2;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;11;1;1;0;0;0;0;8;1;2;2;0;2;0;2;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22977-7118;SUCESSO;1;39;2;2;2;0;0;0;0;2;1;0;21;0;0;17;1;12;11;9;7;4;0;0;2;0;0;0;9;2;0;5;2;0;1;1;2;2;1;9;9;0;2;0;0;0;0;8;3;0;1;1;0;3;0;2;1;0;2;0;0;0;0;0;32;4;0;1;1;0;2;2;3;20;3;1;1;1;2;16;2;13;1;11;8;5;4;4;0;0;3;1;0;0;0;0;4;0;1;0;0;0;30;1;0;0;0;0;0;25;1;1;1;1;19;2;16;13;11;8;5;4;4;0;0;1;0;0;0;3;2;2;4;3;0;0;0;0;0;0;1;18;2;5;6;5;5;10;2;2;2;4;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;0;0;0;1;0;1;1;0
23038-7274;insucesso;2;16;0;0;3;0;2;0;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;6;1;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;2;0;0;6;1;0;0;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;5;0;1;2;1;0;0;0;0;0;0;0;0;0;0;2;3;2;1;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0
24676-7274;insucesso;1;12;1;0;6;4;0;0;0;0;0;1;3;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;4;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;3;0;0;0;2;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
271-7274;SUCESSO;0;12;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;3;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;1;0;0;1;0;0;0;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;1;0;1;0;0;15;0;1;3;1;1;6;1;2;1;0;0;0;0;0;0;4;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;1
27420-7274;SUCESSO;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;7;0;0;1;0;0;3;0;0;0;1;0;1;0;0;0;2;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
27601-7118;SUCESSO;1;61;5;0;5;0;0;0;0;2;2;0;13;0;1;10;0;5;2;1;1;1;0;1;0;0;0;0;13;0;0;4;2;0;5;4;1;1;0;4;4;4;0;0;0;0;0;10;5;0;0;0;0;3;0;2;1;0;1;0;0;0;0;0;18;8;0;1;0;1;0;0;1;6;3;1;0;0;1;2;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;3;0;1;0;24;2;0;0;1;0;0;13;1;0;0;0;5;3;2;1;1;1;1;1;1;0;0;0;0;2;0;0;0;0;4;2;0;0;0;0;0;0;2;23;1;2;2;0;0;9;1;0;0;4;0;2;0;0;1;9;4;0;0;1;0;0;0;0;0;0;7;5;1;2;2;12;2;1;1;7;2;2;2;0
27934-7098;SUCESSO;1;25;2;1;4;0;0;0;0;2;1;0;11;0;0;4;0;1;0;0;0;0;0;0;2;0;0;0;5;0;0;2;1;0;0;0;1;1;0;3;3;0;0;0;1;0;0;5;1;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;13;2;0;2;1;0;2;2;0;3;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;1;0;0;0;20;2;0;0;0;0;0;8;1;1;1;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;3;3;0;12;0;0;2;0;0;3;0;1;0;2;1;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28026-7118;SUCESSO;0;48;2;1;2;0;0;0;0;0;0;0;10;0;0;9;0;4;3;1;1;0;0;0;0;0;0;0;13;0;0;8;2;0;0;1;1;1;0;2;2;0;1;0;0;0;0;12;0;0;2;1;0;5;0;3;1;1;1;0;0;0;0;1;25;1;0;0;0;0;1;1;3;14;1;0;0;0;2;7;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;23;0;0;0;0;0;0;14;0;1;1;1;6;1;4;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;0;0;0;0;1;1;1;29;1;3;1;0;0;15;0;1;0;7;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;2;0;0;0;2
28170-7118;SUCESSO;0;10;0;0;4;0;1;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;7;0;0;2;1;1;3;0;3;1;1;2;0;0;0;0;2;8;1;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;10;0;0;0;0;0;0;7;1;0;0;0;4;0;2;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;8;0;5;2;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0
28338-7118;SUCESSO;0;14;0;0;0;0;0;0;0;0;0;0;6;0;0;4;0;3;3;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;1;1;1;2;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;0;1;1;0;4;1;0;0;0;0;4;1;3;1;1;1;1;1;0;1;0;0;0;2;0;2;0;0;0;2;0;0;0;9;0;0;0;0;0;0;7;0;1;1;0;4;0;4;3;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;2;2;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;0;2;0;0;1;1;0;0;0;2;0;0;0;2;0;0;0;1
29492-7118;SUCESSO;1;26;0;0;4;0;0;0;0;0;0;0;3;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;3;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;8;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;8;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;1;0;0;1;0;0;6;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;2;1;1;0;5;1;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;3;1;0;0;2
30137-7118;SUCESSO;1;16;1;0;3;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;4;1;0;1;0;0;0;1;2;2;1;2;2;1;0;0;1;0;0;9;0;0;3;2;2;2;0;2;0;0;2;0;0;0;0;1;11;1;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;14;0;0;0;1;0;0;7;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;1;1;0;0;0;0;1;0;2;15;1;3;3;1;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;1
30609-7274;insucesso;0;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30749-7118;SUCESSO;0;25;0;0;2;0;0;0;0;1;1;0;10;0;1;4;0;2;2;2;2;2;0;0;0;0;0;0;4;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;8;2;0;0;0;0;3;0;3;3;2;0;0;0;0;0;1;12;3;1;1;1;1;1;1;2;9;2;1;0;0;1;7;2;5;2;3;3;3;2;2;1;0;0;2;2;2;1;0;1;0;2;0;1;0;20;2;0;0;2;0;0;11;0;1;1;1;8;0;6;5;3;3;3;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;18;0;1;1;0;0;3;1;1;0;1;0;1;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
31068-7118;SUCESSO;0;21;0;0;4;0;2;0;0;0;0;0;6;0;0;5;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;1;1;0;0;1;1;1;1;4;4;2;0;0;0;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;17;3;2;2;2;1;2;2;0;3;1;1;1;1;0;2;0;2;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;3;0;0;0;15;0;0;0;0;0;0;11;0;1;1;0;2;0;2;2;1;1;0;0;0;0;0;0;0;3;0;2;1;1;0;0;2;0;0;0;0;0;0;4;0;1;2;1;1;2;0;2;1;2;2;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;1;0;0;0;1
31095-7274;insucesso;0;13;1;0;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;5;1;0;2;1;1;3;1;1;0;0;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;1;0;0;4;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;1;0;3;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
