IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>38>;14>38>14>;14>38>33>;14>38>36>;14>39>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>48>;14>49>;14>49>48>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;2>;2>1>;2>1>46>;2>14>;2>14>2>;2>14>41>;2>2>;2>2>41>;2>3>;2>31>;2>31>30>;2>31>30>30>;2>38>;2>41>;2>41>41>;2>46>;2>46>1>;2>46>1>2>;28>;28>30>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;34>36>;36>;36>14>;36>34>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>31>;38>33>;38>36>;38>41>;38>41>41>;39>;39>38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;42>;46>;46>1>;46>1>2>;46>2>;48>;48>13>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;49>49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>
30779-4130;SUCESSO;3;0;2;1;0;50;3;0;4;0;0;0;1;5;4;8;0;6;3;1;1;0;0;9;3;1;0;0;0;5;5;0;0;0;0;0;1;1;0;3;2;0;0;3;3;1;4;4;2;24;3;2;2;0;0;5;0;0;3;0;0;0;1;0;1;0;0;0;0;0;25;0;12;17;3;1;0;0;8;1;4;0;2;1;1;0;0;0;1;0;2;3;30;2;0;12;0;7;3;2;1;1;0;0;0;0;0;1;1;26;6;4;3;2;1;18;0;2;13;0;6;3;1;1;1;0;0;11;1;0;3;0;0;0;18;5;25;1;0;0;0;0;1;0;0;0;0;0;2;3;0;0;2;6;0;0;0;4;2;1;1;0;0;0;5;2;8;0;0;8;0;4;2;0;4
30795-4130;SUCESSO;0;0;0;0;0;23;1;0;2;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;1;0;6;0;0;1;1;0;0;0;0;3;0;0;0;1;1;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;3;0;0;2;0;1;0;0;0;0;0;1;5;1;0;0;1;0;0;1;0;10;1;0;1;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;0;5;0;0;0;0;1
30797-4130;SUCESSO;3;2;2;1;0;56;2;0;6;0;2;0;0;0;0;11;0;7;3;2;2;1;0;0;0;2;0;0;0;0;13;1;0;2;0;0;9;9;0;1;1;0;0;1;1;0;1;1;0;16;2;1;1;0;0;5;0;1;0;0;0;0;0;0;1;1;0;0;0;0;2;1;1;19;2;0;0;0;7;1;2;1;2;1;1;1;1;0;3;1;1;0;27;4;0;15;1;4;2;2;1;1;2;1;0;0;0;1;0;2;1;1;2;2;1;19;0;0;6;0;4;3;1;1;1;0;2;9;1;0;2;1;2;0;0;0;40;1;1;0;0;0;8;0;0;0;0;0;0;4;2;1;1;12;0;0;0;0;0;15;11;3;1;0;1;1;2;0;0;2;0;1;1;0;0
30801-4130;SUCESSO;0;0;0;0;0;55;1;1;4;0;1;0;0;3;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;16;1;0;2;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;14;0;0;0;0;0;1;0;0;1;1;0;0;2;0;0;0;0;0;0;3;4;1;1;17;2;0;0;0;8;1;5;1;4;2;1;0;0;0;0;0;1;2;16;0;0;8;1;4;4;4;2;1;0;0;0;0;0;1;1;1;1;1;2;1;0;2;0;0;1;0;1;1;1;1;1;0;1;7;1;0;2;1;1;0;0;0;47;1;2;0;0;1;5;0;0;0;0;0;0;0;0;0;0;9;0;0;2;3;3;0;0;0;0;0;0;0;19;3;0;7;0;0;0;1;0
30806-4604;SUCESSO;2;1;1;1;0;56;3;1;6;0;0;0;1;0;0;14;0;9;4;3;3;0;0;0;0;6;1;0;0;0;6;0;0;2;2;0;0;0;0;4;2;0;0;1;1;1;0;0;0;17;0;0;1;0;1;2;0;0;1;1;0;0;3;0;2;2;0;0;0;1;0;0;0;26;3;0;0;3;15;1;11;1;7;6;4;2;0;0;0;0;4;2;29;0;0;19;0;10;8;5;4;4;0;0;0;1;0;3;1;0;0;0;1;1;1;5;0;1;2;0;1;1;1;1;1;0;1;16;1;0;1;1;3;0;0;0;39;0;2;1;0;3;7;0;0;3;1;0;0;2;2;1;1;6;0;2;0;2;4;2;1;2;1;1;15;13;0;0;0;13;0;11;11;0;0
30811-4605;insucesso;1;0;0;0;0;34;5;0;5;0;0;1;1;0;0;2;0;2;0;0;0;0;0;0;0;5;0;1;0;0;9;1;0;2;0;0;0;0;0;2;0;0;0;1;1;1;0;0;0;18;0;0;0;0;0;3;1;0;2;1;0;3;5;2;0;0;0;1;1;0;0;0;0;10;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;5;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;1;6;0;1;1;1;1;1;0;0;0;0;1;11;0;0;1;0;6;2;0;0;35;2;3;1;0;1;11;1;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
30821-4605;SUCESSO;2;0;2;2;0;120;51;5;13;2;6;0;1;6;2;11;0;8;2;0;0;0;3;0;0;10;1;0;0;1;10;0;0;3;0;0;8;2;5;5;2;0;0;1;1;0;1;1;0;29;1;1;6;1;1;10;0;1;1;0;0;0;5;0;0;0;0;0;0;0;12;1;4;19;0;0;0;1;6;0;1;0;1;0;0;0;0;0;0;0;1;0;21;2;0;13;0;3;0;0;0;0;0;0;0;5;2;0;0;0;0;0;4;4;3;75;3;2;24;0;17;12;10;5;5;0;4;28;3;0;4;3;4;0;3;2;53;0;2;0;0;0;9;0;0;0;0;0;1;2;0;0;2;15;0;0;0;0;1;16;10;9;8;1;5;5;28;14;6;10;0;5;5;2;2
30876-4604;insucesso;2;2;1;1;28;81;3;0;6;0;1;2;0;0;0;38;0;27;13;8;0;0;0;0;0;6;0;0;0;0;15;2;0;2;2;13;0;0;0;2;1;1;0;1;1;1;3;3;0;19;1;0;0;0;0;4;1;0;5;2;0;0;2;0;2;2;2;0;0;2;1;0;1;60;4;0;0;2;29;0;13;0;6;1;1;0;0;5;4;3;11;4;71;1;3;51;2;25;13;6;1;0;2;2;2;7;4;5;7;0;0;0;3;1;0;8;0;1;3;1;2;2;2;1;0;0;1;14;0;2;3;4;2;1;0;0;47;0;3;11;7;2;10;0;0;7;2;1;1;2;2;2;1;34;26;4;2;2;1;0;0;0;0;0;2;2;0;0;0;4;0;2;2;0;0
30879-4604;SUCESSO;2;2;1;1;0;25;5;1;0;0;0;0;0;4;3;5;1;2;0;0;0;1;0;0;0;0;0;0;0;3;4;0;0;1;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;8;1;1;4;0;1;2;0;3;0;0;0;0;0;0;2;2;0;0;0;0;7;3;6;8;1;1;0;0;3;0;2;0;0;0;0;0;0;0;2;2;0;0;8;3;0;5;1;0;0;0;0;0;2;2;0;1;1;1;1;3;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;2;5;0;0;1;1;0;0;4;1;14;0;0;0;0;0;4;0;0;2;2;0;0;2;2;1;1;3;0;0;0;1;0;6;2;1;0;0;0;0;3;0;0;2;0;0;0;1;1
30887-4604;insucesso;2;2;0;0;0;19;0;0;8;1;2;0;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;13;1;0;5;1;1;2;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;6;1;0;1;2;4;1;0;0;0;0;0;0;0;1;0;0;1;0;5;1;0;4;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;1;0;0;0;10;0;0;1;1;1;1;0;0;0;0;0;0;2;2;2;1;4;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
30907-4604;insucesso;2;2;1;0;0;35;0;0;9;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;3;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;17;1;1;1;0;0;3;0;2;0;0;0;0;2;1;1;1;1;0;0;0;2;1;0;5;0;0;0;0;4;0;3;0;1;1;1;0;0;0;1;0;0;0;14;1;0;5;0;4;3;1;1;0;0;0;0;1;0;1;0;2;2;2;1;1;1;4;0;0;1;0;1;0;0;0;0;0;1;5;1;0;1;0;1;0;0;0;17;0;1;1;0;2;6;0;0;2;2;0;0;2;2;2;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;1;0;0
30983-4604;SUCESSO;3;2;2;2;0;51;2;1;13;0;2;0;0;0;0;8;0;4;3;1;1;0;0;0;0;0;0;0;0;0;13;0;3;2;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;22;2;2;2;1;0;4;0;1;2;2;0;0;1;0;2;2;0;0;0;1;1;0;0;16;3;0;1;2;6;1;4;1;2;1;1;1;0;0;0;0;1;1;20;1;0;9;1;5;3;2;1;1;0;0;0;0;0;1;4;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;1;0;0;1;0;32;2;0;6;2;1;8;0;0;1;0;0;0;3;2;2;2;5;0;1;1;3;0;0;0;0;0;0;0;0;10;3;1;2;0;0;0;1;0
30989-4604;SUCESSO;3;3;0;0;0;58;8;2;9;3;0;0;0;0;0;7;3;4;0;0;0;3;1;0;0;8;6;0;1;0;18;1;2;5;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;18;0;0;8;2;2;0;0;3;0;0;0;0;1;0;2;2;0;0;0;0;3;2;2;7;6;3;2;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;11;6;0;7;6;0;0;0;0;0;4;4;0;1;1;0;0;0;0;0;2;2;0;10;1;2;3;0;1;1;1;1;1;0;1;12;8;0;2;2;0;0;0;0;29;1;4;2;1;2;7;0;0;1;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;1;0;0
30990-4604;SUCESSO;2;1;2;1;0;80;4;3;3;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;3;0;0;0;0;24;0;1;4;1;0;0;0;0;3;0;0;0;1;1;1;0;0;0;16;2;2;5;1;2;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;16;4;0;2;0;4;0;1;0;0;0;0;0;1;0;1;1;0;0;16;3;0;7;3;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;2;0;9;0;2;5;0;3;1;1;1;1;0;0;10;2;0;2;1;0;0;3;1;90;3;2;1;0;1;18;0;0;7;3;0;0;2;1;1;1;2;0;0;0;1;1;0;0;0;0;0;0;0;7;0;0;4;0;0;0;3;1
31001-4130;SUCESSO;1;1;0;0;0;47;1;0;8;1;0;0;2;2;2;5;0;4;0;0;0;1;0;0;0;2;0;0;0;0;9;0;0;4;1;0;1;0;1;1;0;0;0;0;0;0;1;1;1;20;0;0;2;0;1;2;0;0;2;2;0;0;2;0;0;0;0;0;0;0;4;0;4;13;1;0;0;0;2;0;1;0;1;1;0;0;0;0;1;1;1;0;17;1;0;9;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;2;1;1;4;0;0;2;0;1;0;0;0;0;0;0;8;0;0;1;0;0;0;1;1;51;0;3;1;0;1;9;0;0;2;2;0;0;1;1;1;0;12;0;0;0;0;7;4;3;1;1;0;1;1;11;0;0;8;0;1;1;1;0
31084-4605;SUCESSO;1;0;1;1;0;41;2;0;7;1;0;0;0;1;0;10;0;7;2;1;0;0;0;0;0;3;0;0;0;1;6;0;0;0;0;0;0;0;0;3;2;0;0;2;2;1;1;1;1;15;1;1;4;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;17;6;1;0;1;5;2;2;1;0;0;0;0;0;0;0;0;1;0;18;0;0;12;2;4;1;0;0;0;0;0;0;0;0;1;1;3;2;2;2;1;1;6;1;0;2;0;2;2;1;1;1;0;1;7;3;0;2;0;0;0;2;1;15;0;2;0;0;0;2;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;0;1;0;1;4;4;0;0;0;4;0;4;4;0;0
31090-4605;SUCESSO;2;1;2;0;0;127;7;0;15;11;0;0;0;0;0;22;14;7;0;0;0;2;0;0;0;6;4;0;0;0;35;2;2;9;4;0;0;0;0;4;4;0;0;2;2;0;6;6;2;28;1;1;15;4;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;26;16;3;3;0;2;1;1;1;1;0;0;0;0;0;3;3;0;0;32;19;0;9;7;0;0;0;0;0;3;2;0;0;0;0;3;1;1;0;4;4;2;13;1;2;6;0;3;3;3;1;1;0;2;16;9;0;3;1;0;0;0;0;77;6;3;2;0;1;25;0;0;6;1;0;0;3;1;1;0;3;0;1;2;0;0;0;0;0;0;0;6;6;48;26;15;14;0;6;6;3;2
31095-4605;insucesso;0;0;0;0;0;39;1;0;3;0;0;1;1;0;0;9;0;5;1;1;0;0;0;0;0;1;0;0;0;0;5;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;9;0;0;1;0;0;1;1;0;1;0;0;0;3;2;0;0;0;0;0;0;0;0;0;25;6;0;3;0;9;2;5;0;2;2;2;0;0;0;3;2;0;1;18;1;1;11;3;4;1;0;0;0;2;1;1;1;1;2;0;2;0;0;1;1;1;2;0;0;1;0;0;0;0;0;0;0;1;6;1;0;0;0;3;2;0;0;25;0;1;2;1;2;9;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;1;0;0;0;0
31105-4604;SUCESSO;2;1;2;2;0;45;1;0;3;3;0;0;0;5;2;2;0;1;0;0;0;1;0;0;0;7;1;0;1;2;10;1;0;2;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;11;2;2;4;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;9;6;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;7;3;0;5;0;0;0;0;0;0;3;3;0;0;0;0;0;3;3;3;1;1;0;2;0;0;2;0;1;1;0;0;0;0;1;11;5;0;1;1;0;0;3;3;23;0;1;0;0;1;4;0;0;0;0;0;1;2;0;0;2;5;0;0;1;0;2;4;3;2;2;1;1;0;1;0;0;3;0;1;0;1;1
31106-4130;SUCESSO;1;1;1;0;0;36;1;1;2;0;0;0;0;0;0;3;0;2;2;1;0;0;0;0;0;0;0;0;0;0;16;0;0;6;1;0;0;0;0;2;0;0;0;2;2;0;1;1;0;7;0;0;1;0;0;2;0;1;1;0;0;0;2;0;1;1;0;0;0;0;1;0;0;9;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;2;11;0;0;6;0;3;1;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;0;11;0;1;5;0;4;3;2;1;1;0;0;8;0;0;1;1;3;0;0;0;46;0;2;2;2;1;11;0;1;3;2;0;0;1;1;1;0;16;0;1;0;1;5;1;1;1;1;1;0;0;10;0;0;3;0;0;0;2;0
31134-4130;SUCESSO;2;1;2;2;0;38;9;4;6;1;0;0;0;0;0;5;0;3;0;0;0;2;0;1;1;2;0;0;0;0;14;0;0;6;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;12;2;1;1;0;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;10;1;0;6;1;0;0;0;0;0;3;2;0;0;0;0;0;2;1;0;1;1;1;4;0;1;3;0;1;1;0;0;0;0;1;5;2;0;1;0;0;0;0;0;23;5;2;0;0;0;12;0;0;6;2;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;1
31147-4605;SUCESSO;2;0;2;2;0;70;1;0;5;0;1;0;0;0;0;11;0;6;1;0;0;0;0;0;0;6;0;0;1;0;13;0;0;3;0;0;0;0;0;0;0;0;0;2;2;1;5;5;0;14;2;2;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;31;0;0;0;1;14;0;9;0;5;1;1;1;0;0;2;2;0;0;36;2;0;19;0;8;5;2;1;1;1;1;0;1;0;1;1;0;0;0;4;4;3;15;0;3;8;0;4;2;1;0;0;0;3;13;1;0;1;1;0;0;0;0;52;1;2;5;2;0;13;0;2;3;1;0;0;3;1;0;2;3;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;3;0;2;2;0;0
31161-4605;SUCESSO;2;0;2;1;0;91;18;2;12;2;4;0;0;4;2;19;3;10;2;1;1;1;0;0;0;5;2;0;2;1;12;1;0;3;0;0;4;1;3;7;0;0;0;2;2;2;1;1;1;35;0;0;7;0;2;9;0;5;2;2;0;0;1;0;0;0;0;0;0;4;12;3;8;33;9;2;1;1;11;0;6;0;5;3;1;0;0;0;1;1;2;2;35;4;0;21;7;8;5;4;2;0;1;1;0;1;0;1;2;7;3;3;2;1;1;12;1;1;2;0;0;0;0;0;0;0;1;15;5;0;2;3;0;0;9;6;41;2;1;1;1;0;12;0;1;3;1;0;5;2;0;0;1;11;0;2;4;1;3;4;3;3;2;2;0;0;10;2;0;16;0;0;0;2;8
31167-4130;SUCESSO;3;2;1;1;0;79;1;0;10;3;0;0;1;0;0;10;1;8;1;0;0;0;0;0;0;7;1;0;2;0;12;1;0;4;1;0;0;0;0;3;1;0;0;2;2;1;8;8;4;28;1;0;9;1;2;1;0;0;1;0;0;0;3;0;2;1;0;0;0;0;1;1;0;48;14;1;0;2;13;2;7;1;5;1;0;0;2;0;5;3;2;0;32;4;0;24;2;9;6;5;1;0;2;1;0;1;1;1;0;4;3;3;4;2;0;5;0;2;0;0;0;0;0;0;0;0;0;13;3;0;3;2;0;0;5;1;54;2;4;1;0;0;14;0;0;4;2;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;9;7;28;9;5;13;0;6;5;2;0
31168-4604;insucesso;2;1;2;2;0;40;1;0;8;0;1;1;1;0;0;3;0;1;1;1;0;0;0;0;0;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;19;1;1;0;0;0;2;0;0;1;1;1;0;2;0;1;1;1;0;0;0;0;0;0;13;0;0;0;1;12;0;8;0;7;7;5;0;0;0;0;0;0;0;13;1;0;5;0;5;5;5;5;0;0;0;0;1;0;0;2;0;0;0;1;1;0;2;0;1;1;1;0;0;0;0;0;0;0;5;0;0;1;1;1;0;0;0;51;0;0;0;0;0;3;0;0;2;0;0;0;2;1;1;2;3;0;0;0;1;0;0;0;0;0;0;2;2;10;3;1;6;0;2;2;1;1
31173-4604;SUCESSO;2;2;1;1;0;56;5;0;8;1;0;0;2;2;1;12;0;6;5;2;1;0;1;0;0;6;2;0;0;0;11;0;0;4;1;0;0;0;0;3;2;0;0;1;1;0;0;0;0;17;1;1;3;1;0;1;0;0;0;0;0;0;2;0;2;2;0;0;0;0;2;0;1;18;2;1;0;0;10;2;5;1;3;1;1;1;0;0;0;0;4;1;25;0;0;16;0;8;4;2;1;1;0;0;0;2;2;1;1;1;0;0;1;1;1;7;0;1;2;0;2;2;1;1;0;0;1;14;4;0;1;0;4;0;0;0;35;1;1;3;2;1;8;0;1;2;1;0;1;2;2;2;1;2;0;0;0;1;0;0;0;0;0;0;6;6;1;0;0;7;0;5;5;0;0
31179-4605;SUCESSO;1;1;0;0;0;79;4;1;12;0;1;0;2;0;0;23;2;12;5;2;0;0;2;1;0;4;0;0;0;0;19;2;3;3;1;0;5;1;3;2;2;0;0;1;1;1;2;2;0;26;0;0;2;0;0;2;0;0;2;1;0;0;5;0;0;0;0;0;0;0;0;0;0;32;5;1;3;0;15;1;6;1;2;0;0;0;1;0;1;0;1;1;40;2;0;27;3;12;5;2;0;0;0;0;0;4;4;0;0;2;0;0;1;1;0;3;0;1;1;0;1;1;1;0;0;0;0;6;1;0;1;0;1;0;0;0;33;5;5;5;5;0;4;0;0;1;0;0;0;2;1;1;0;4;0;0;0;0;1;5;3;3;2;1;6;4;0;0;0;5;0;5;4;0;1
31187-4605;SUCESSO;1;1;0;0;0;27;0;0;3;2;0;0;0;0;0;4;2;2;0;0;0;0;0;0;0;1;0;0;1;0;4;0;1;1;0;0;0;0;0;2;0;0;0;1;1;1;2;2;0;4;0;0;4;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;10;3;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;8;2;0;6;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;8;1;1;3;0;1;0;0;0;0;0;1;4;0;0;1;1;0;0;0;0;6;0;0;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0
31218-4604;insucesso;1;0;1;1;0;43;2;0;3;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;3;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;13;1;1;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;3;4;1;0;14;0;0;0;0;8;0;3;0;3;1;0;0;0;1;1;0;1;3;13;0;0;5;0;2;1;1;1;0;0;0;0;0;0;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;41;3;2;1;0;1;10;0;0;1;0;0;3;1;0;0;1;19;0;2;3;5;7;1;1;0;0;0;0;0;2;0;0;4;0;0;0;0;1
31221-4605;SUCESSO;1;1;1;0;0;70;4;0;6;0;1;0;1;0;0;13;0;8;1;1;1;0;1;1;0;0;0;0;0;0;12;0;0;6;2;0;6;4;3;4;0;0;0;1;1;0;4;4;1;12;1;1;1;0;1;3;0;0;2;2;0;0;2;0;1;0;0;0;0;0;1;0;1;38;3;1;0;0;7;0;5;0;4;2;1;1;1;0;5;5;0;3;36;1;0;27;2;7;5;4;2;1;2;2;0;2;1;3;1;1;1;1;2;1;0;10;0;0;3;0;2;2;1;1;0;0;0;7;0;0;2;3;0;0;0;0;29;0;0;1;0;0;12;0;1;5;1;0;0;1;1;1;1;17;0;3;0;1;5;10;7;5;3;1;2;1;43;21;10;7;0;1;0;4;0
31233-4605;SUCESSO;2;2;1;1;0;40;1;0;5;0;0;0;2;3;2;0;0;0;0;0;0;0;0;7;6;5;0;0;3;0;7;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;4;3;0;22;2;0;1;0;0;2;0;2;3;1;0;0;5;0;1;0;0;0;0;0;6;1;3;26;5;0;2;0;5;1;2;1;2;1;0;0;0;0;3;1;0;1;22;0;0;14;1;3;2;2;1;0;3;1;0;2;1;2;1;12;9;7;3;1;0;11;2;1;0;0;0;0;0;0;0;0;0;18;3;0;2;8;1;0;4;4;47;0;4;0;0;1;12;0;0;7;3;0;0;3;0;0;1;3;0;0;0;1;0;2;1;1;1;0;0;0;5;2;1;2;0;0;0;1;0
31234-4605;SUCESSO;1;0;1;1;0;70;4;0;9;0;2;0;0;2;1;12;0;7;3;2;1;0;1;9;9;3;0;0;1;2;21;0;0;8;6;0;3;1;1;2;1;0;0;2;2;2;2;2;1;13;1;1;3;1;0;4;0;0;5;2;0;0;0;0;0;0;0;0;0;5;3;1;2;28;7;1;1;0;13;3;9;2;4;0;0;0;1;0;5;3;1;1;39;5;0;23;2;11;8;4;0;0;2;2;0;1;1;4;1;15;12;9;2;1;0;3;1;1;2;0;1;1;1;1;1;0;0;10;2;0;1;3;1;0;2;1;44;4;1;4;0;0;15;0;2;8;3;0;3;1;0;0;1;7;0;1;5;0;1;4;2;1;0;0;3;3;1;0;0;7;0;3;3;1;3
31273-4605;insucesso;2;1;0;0;0;83;4;0;15;4;1;0;2;0;0;14;1;9;4;2;0;0;0;0;0;6;0;1;0;0;16;1;0;4;1;0;1;0;0;5;3;3;0;2;2;2;4;4;0;36;0;0;7;3;2;3;0;0;3;0;0;2;5;0;1;1;1;2;1;1;0;0;0;48;2;0;0;0;16;1;9;0;4;3;2;0;0;0;4;1;1;0;53;3;2;32;0;8;3;1;0;0;2;0;0;1;1;3;0;0;0;0;2;2;2;12;0;0;3;0;1;0;0;0;0;0;2;21;2;1;1;1;3;1;0;0;57;2;4;1;1;2;12;0;0;5;2;1;0;5;2;1;0;1;0;0;1;0;0;3;0;2;0;0;5;5;5;1;0;10;1;5;5;1;0
31283-4605;SUCESSO;2;2;0;0;0;73;4;0;5;1;0;0;0;0;0;9;3;5;0;0;0;0;0;0;0;3;0;0;2;0;21;0;0;0;0;0;2;0;2;4;1;0;0;1;1;0;1;1;0;15;0;0;1;1;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0;1;3;3;0;12;2;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;17;4;0;10;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;1;0;22;1;0;9;0;4;3;2;2;2;0;1;9;0;0;2;6;0;0;0;0;46;0;1;0;0;1;5;0;0;1;0;0;0;2;2;2;1;10;0;1;1;0;1;3;3;3;3;0;2;0;10;1;0;4;0;1;0;2;0
31294-4130;SUCESSO;2;2;0;0;0;139;1;0;12;1;2;0;1;7;0;42;1;30;25;16;13;0;1;0;0;13;0;0;4;3;32;0;4;7;4;0;7;3;2;3;0;0;0;9;8;3;8;7;1;25;1;0;2;1;0;5;0;0;1;1;0;0;5;0;1;0;0;0;0;3;13;1;1;79;17;0;3;1;54;12;38;8;31;24;18;14;4;0;6;2;8;2;89;4;0;61;3;47;33;30;23;17;1;0;0;3;2;4;1;1;1;0;2;1;1;17;3;1;2;0;0;0;0;0;0;0;1;20;1;0;2;7;4;0;10;2;96;5;6;9;6;1;22;0;2;5;1;0;3;3;1;1;1;10;0;1;2;0;4;11;4;3;1;1;1;1;46;13;4;8;0;1;1;4;2
