IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>38>;14>38>14>;14>38>33>;14>38>36>;14>39>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>48>;14>49>;14>49>48>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;2>;2>1>;2>1>46>;2>14>;2>14>2>;2>14>41>;2>2>;2>2>41>;2>3>;2>31>;2>31>30>;2>31>30>30>;2>38>;2>41>;2>41>41>;2>46>;2>46>1>;2>46>1>2>;28>;28>30>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;34>36>;36>;36>14>;36>34>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>31>;38>33>;38>36>;38>41>;38>41>41>;39>;39>38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;42>;46>;46>1>;46>1>2>;46>2>;48>;48>13>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;49>49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>
31689-4130;SUCESSO;2;1;1;1;0;19;0;0;4;0;1;0;1;0;0;2;0;2;1;0;0;0;0;0;0;2;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;8;0;0;0;0;0;3;0;0;0;0;0;0;2;0;2;2;0;0;0;1;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;0;1;2;0;2;1;1;0;0;0;1;6;0;0;1;0;1;0;0;0;15;0;1;2;0;0;3;0;0;1;1;0;0;2;2;1;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31748-4604;SUCESSO;3;3;1;0;0;54;1;0;4;0;1;0;0;1;1;4;0;3;1;0;0;0;0;0;0;1;1;0;0;0;19;0;0;7;1;0;1;0;1;2;0;0;0;1;1;0;1;1;0;17;1;0;0;0;0;1;0;0;0;0;0;0;2;0;3;3;0;0;0;2;1;0;1;14;2;0;0;2;2;1;0;0;0;0;0;0;1;0;3;0;0;1;13;1;0;8;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;9;0;1;3;0;1;0;0;0;0;0;1;7;2;0;1;0;2;0;0;0;63;1;2;1;1;1;19;0;1;6;2;0;0;3;3;3;1;9;0;0;1;0;0;2;1;1;1;1;1;0;12;0;0;5;0;1;0;2;0
31750-4604;SUCESSO;5;2;3;2;0;24;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;6;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;11;3;3;5;1;2;2;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;4;3;3;20;0;0;11;0;9;7;5;2;2;0;2;8;2;0;2;1;2;0;0;0;14;0;2;2;0;1;2;0;1;2;1;0;1;5;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;1;0
31752-4130;SUCESSO;2;2;0;0;0;51;1;0;2;0;0;0;0;1;1;7;0;2;1;0;0;0;0;0;0;3;0;0;1;0;7;0;0;1;0;0;2;1;1;4;0;0;0;2;2;1;0;0;0;14;1;0;2;0;0;1;0;0;1;1;0;0;3;0;1;1;0;0;0;0;2;0;2;13;0;0;0;2;4;0;1;0;0;0;0;0;0;0;0;0;0;0;15;1;0;7;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;9;1;0;2;0;0;0;0;0;0;0;2;10;1;0;0;1;0;0;0;0;37;0;3;2;1;0;6;0;1;0;0;0;0;3;2;2;0;2;0;0;0;0;0;3;1;2;0;0;0;0;8;2;0;9;0;0;0;2;0
31756-4605;insucesso;0;0;0;0;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31769-4604;SUCESSO;1;1;1;1;0;61;2;0;5;0;1;0;1;5;2;4;0;2;2;1;1;0;1;14;9;5;0;0;1;1;8;0;1;3;1;0;5;3;2;0;0;0;0;3;3;2;0;0;0;29;1;1;3;0;1;9;0;1;4;2;0;0;8;0;0;0;0;0;0;6;19;0;10;29;1;0;0;2;16;0;8;0;4;3;3;2;2;0;4;3;3;1;43;1;0;20;1;10;4;2;1;1;2;2;0;8;2;5;3;32;24;10;4;1;1;7;2;1;1;0;0;0;0;0;0;0;1;11;1;0;4;3;1;0;5;1;50;0;1;4;2;2;15;0;2;7;2;0;16;1;0;0;1;14;0;0;6;0;1;10;7;5;2;4;5;5;7;1;0;8;0;5;5;1;8
31794-4605;insucesso;3;2;1;1;0;16;1;0;3;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;9;2;1;2;1;0;3;1;1;0;0;0;0;1;0;2;0;0;0;0;0;1;0;1;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;1;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;28;0;1;1;0;0;4;0;0;2;0;0;0;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;16;1;0;4;0;0;0;2;0
31797-4130;insucesso;0;0;0;0;0;18;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;4;0;0;0;0;0;0;0;0;5;0;0;0;1;1;1;0;0;0;4;0;0;0;0;0;1;0;0;2;2;0;0;1;1;0;0;0;1;1;0;0;0;0;7;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;10;1;1;6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;14;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0
31838-4605;insucesso;1;0;1;1;0;25;1;0;7;1;1;0;2;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;12;0;0;3;0;0;3;0;1;1;1;1;0;3;1;0;0;0;0;0;0;3;2;1;3;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;8;1;0;3;0;2;1;0;0;0;0;0;0;0;0;2;0;1;0;0;1;1;1;5;0;1;1;0;0;0;0;0;0;0;1;5;1;0;0;0;1;0;3;0;12;0;1;0;0;1;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;0;0
31850-4605;insucesso;0;0;0;0;0;11;0;0;0;0;0;0;0;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;1;0;19;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
31870-4604;insucesso;1;0;1;0;0;133;4;0;12;0;3;0;1;11;7;14;0;9;5;2;0;0;0;14;9;10;0;0;0;0;7;2;0;1;0;0;9;0;0;4;0;0;1;5;5;5;10;10;0;42;1;1;2;1;0;9;2;5;2;2;1;2;8;1;0;0;0;4;4;0;23;0;17;64;10;0;1;2;16;1;9;0;3;2;0;0;0;0;4;4;1;1;55;0;3;33;1;14;8;3;2;0;4;4;0;3;2;1;1;23;15;7;2;2;0;14;0;0;5;0;3;3;2;2;2;2;1;24;0;4;2;2;3;0;7;0;29;1;3;2;1;3;2;0;0;1;1;0;3;1;0;0;0;15;0;0;0;1;1;21;7;1;0;0;3;2;22;9;4;9;0;2;1;1;3
31887-4604;insucesso;2;0;2;2;0;83;5;0;5;1;1;1;1;11;3;11;1;7;2;1;0;0;0;4;2;0;0;0;0;0;12;1;0;3;2;0;1;0;0;0;0;0;1;5;5;5;7;7;0;20;2;2;5;0;1;4;2;0;1;1;1;0;3;1;0;0;0;13;13;1;22;4;4;43;8;0;0;1;20;0;9;0;2;1;0;0;0;1;3;1;1;2;43;4;0;27;1;13;6;1;1;0;1;1;1;3;1;3;1;9;7;4;1;1;0;3;0;1;2;0;1;1;1;1;1;1;1;10;3;1;1;2;0;0;0;0;46;3;2;2;0;1;12;0;0;5;2;1;2;2;0;0;2;9;0;0;1;3;0;6;1;1;0;0;4;2;22;2;0;8;2;3;2;1;3
31898-4604;SUCESSO;2;2;0;0;0;37;1;0;9;0;3;0;1;0;0;2;0;1;1;1;1;0;0;0;0;6;0;0;2;0;5;1;0;1;0;0;0;0;0;4;2;0;0;2;2;1;3;3;0;17;1;0;0;0;0;3;0;0;2;1;0;0;5;0;1;1;0;0;0;0;0;0;0;9;1;0;0;0;7;1;4;0;4;3;3;2;2;0;4;3;1;0;14;1;0;8;0;6;3;3;2;2;0;0;0;0;0;3;0;3;1;1;2;1;1;8;3;0;2;0;2;2;2;2;2;0;0;10;0;0;1;3;1;0;0;0;29;1;4;1;1;1;6;0;1;3;1;0;0;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;7;0;5;3;0;0
31927-4604;insucesso;0;0;0;0;0;13;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;6;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0
31964-4605;insucesso;0;0;0;0;0;11;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
31980-4604;SUCESSO;2;1;1;1;0;61;1;1;7;1;0;0;0;0;0;8;0;5;1;0;0;0;0;0;0;7;2;0;2;0;12;1;1;1;0;0;0;0;0;2;0;0;0;2;1;1;4;4;0;18;0;0;4;0;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;18;2;0;1;0;6;1;3;1;2;0;0;0;0;0;4;1;0;0;20;2;0;15;1;5;2;1;0;0;2;0;0;0;0;1;0;0;0;0;3;3;0;9;0;3;4;0;3;3;1;1;1;0;2;13;2;0;2;5;1;0;0;0;25;0;1;1;1;0;5;0;0;2;0;0;1;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0
32005-4604;SUCESSO;2;1;1;1;0;20;0;0;2;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;5;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;10;0;0;1;0;0;2;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;8;0;0;0;0;2;0;2;0;2;0;0;0;0;0;2;2;2;1;12;0;0;6;0;2;2;2;0;0;1;1;0;1;0;1;4;0;0;0;2;2;2;4;0;1;4;0;3;1;1;1;0;0;2;10;1;0;2;0;4;0;0;0;31;0;3;5;3;2;10;0;0;6;2;0;0;2;2;1;1;6;0;1;0;2;2;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0
32081-4605;insucesso;3;2;0;0;0;64;6;0;24;0;6;5;5;0;0;18;0;10;5;2;0;0;0;0;0;11;0;1;0;0;6;2;0;1;0;0;0;0;0;0;0;0;0;2;2;1;1;1;0;40;0;0;7;3;1;12;4;0;12;8;3;2;11;3;2;2;1;0;0;0;0;0;0;28;7;0;0;1;14;1;6;0;6;3;2;0;0;1;3;2;2;1;40;5;3;24;4;11;4;4;2;0;0;0;0;3;1;6;0;0;0;0;5;2;1;19;0;1;7;0;4;2;0;0;0;0;3;26;3;3;5;8;5;3;0;0;34;4;5;6;2;1;13;1;0;5;3;0;1;4;3;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
32588-4130;insucesso;1;0;1;1;0;35;1;0;6;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;5;1;0;1;0;0;2;0;0;2;2;2;0;1;0;0;0;0;0;14;1;0;2;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;9;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;10;0;0;6;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4;0;2;4;2;3;2;2;2;1;1;0;6;0;2;1;0;0;0;0;0;17;0;1;0;0;0;4;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;3;1;1;0;0;2;2;0;0;0;2;0;2;2;0;0
32725-4605;insucesso;0;0;0;0;0;46;1;0;5;3;0;1;0;0;0;13;2;6;2;2;0;0;0;0;0;1;0;1;0;0;12;0;0;4;0;0;6;0;0;0;0;0;0;2;2;1;1;1;0;14;0;0;3;0;1;2;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;0;1;1;3;0;2;0;0;0;0;0;0;0;2;2;1;11;29;5;0;17;1;3;2;0;0;0;0;0;11;1;0;5;1;0;0;0;2;0;0;6;0;0;1;0;1;0;0;0;0;0;0;3;0;0;2;1;1;1;1;0;33;1;3;2;2;0;10;0;0;2;1;0;0;0;0;0;0;20;0;11;0;2;0;10;9;8;8;0;0;0;0;0;0;1;1;0;0;0;0
32853-4605;insucesso;1;1;0;0;0;32;0;0;3;1;0;1;0;10;2;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;3;0;0;0;1;1;0;0;0;0;12;0;0;2;0;0;2;0;1;1;1;0;1;1;0;1;1;1;0;0;7;13;1;5;4;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;2;0;1;0;0;0;0;0;0;0;0;0;1;4;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;3;1;0;1;0;0;0;0;0;10;0;0;1;1;0;1;0;0;0;0;0;0;1;1;1;0;10;0;0;7;0;0;1;1;1;1;0;0;0;15;3;0;4;0;0;0;0;0
32932-4604;insucesso;2;2;1;1;0;43;1;0;7;0;1;1;0;9;3;3;1;3;0;0;0;0;0;3;3;1;0;0;0;0;3;0;0;1;1;0;1;0;0;3;1;0;2;0;0;0;2;2;0;16;0;0;3;2;0;3;1;0;1;0;0;4;1;1;2;2;1;0;0;3;9;1;3;16;2;0;0;0;3;0;1;0;0;0;0;0;0;0;2;2;1;0;8;2;0;7;1;1;1;0;0;0;1;1;0;1;1;1;0;3;3;2;2;1;0;7;0;0;3;0;3;3;2;1;1;1;1;10;2;0;2;4;0;0;0;0;18;1;1;0;0;0;10;1;0;2;0;0;0;2;2;1;1;6;0;1;3;0;0;1;1;1;1;0;3;0;18;7;3;9;0;3;0;3;2
32952-4130;insucesso;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33006-4130;insucesso;1;1;0;0;6;60;2;0;6;1;1;1;0;0;0;16;1;12;5;1;0;0;0;1;1;2;0;0;0;0;15;2;0;7;4;0;5;0;0;4;0;0;0;1;1;1;4;4;0;17;0;0;5;1;2;2;0;0;2;2;1;2;4;2;1;1;1;0;0;0;0;0;0;29;12;0;1;2;11;3;5;0;3;1;0;0;0;1;3;2;2;0;29;3;1;22;5;10;4;2;1;0;2;1;0;1;0;2;0;1;1;0;4;2;1;5;0;2;4;1;4;2;2;2;2;2;2;14;2;0;4;3;1;0;0;0;44;4;4;4;2;1;15;2;0;7;3;1;0;1;1;1;0;6;6;0;0;0;0;6;6;0;0;0;0;0;45;10;3;7;0;0;0;4;0
33035-4605;SUCESSO;2;1;1;1;0;131;14;0;14;1;3;0;3;1;1;44;1;30;12;4;3;0;5;0;0;16;0;0;6;0;26;5;3;7;2;0;1;1;0;12;3;0;0;4;3;3;7;7;0;42;1;0;7;2;1;10;0;1;4;1;0;0;10;0;1;1;0;0;0;2;1;1;1;71;11;3;2;3;29;5;12;3;8;3;2;2;1;0;10;7;4;3;86;8;0;60;6;27;10;7;3;2;3;2;0;10;8;9;2;4;3;0;3;2;0;31;2;0;7;0;3;1;1;1;0;0;4;33;0;0;2;13;1;0;0;0;70;4;11;11;6;4;18;0;2;4;3;0;2;3;1;0;2;14;0;3;1;4;3;1;1;0;0;0;5;5;37;17;8;22;0;5;5;2;3
33260-4604;SUCESSO;4;3;2;2;0;75;5;1;8;2;1;0;0;0;0;3;0;2;0;0;0;0;0;0;0;6;1;0;1;0;23;2;2;7;3;0;0;0;0;0;0;0;0;1;1;0;1;1;0;23;1;0;5;1;0;4;0;0;3;1;0;0;2;0;3;3;0;0;0;1;1;1;0;5;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;17;0;0;4;0;1;0;0;0;0;0;0;0;0;0;5;3;0;0;0;2;2;0;11;3;1;2;0;1;1;1;1;1;0;1;18;2;0;2;5;3;0;0;0;58;1;4;7;1;3;15;0;2;7;3;0;0;4;3;1;2;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3345-4130;insucesso;0;0;0;0;0;22;1;0;2;1;1;0;0;0;0;4;1;3;0;0;0;0;0;0;0;1;0;0;0;0;8;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;5;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;1;1;1;0;0;0;0;0;0;0;2;2;0;0;8;1;0;6;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;3;0;1;1;1;1;1;0;0;0;0;1;4;2;0;0;0;0;0;0;0;20;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
33590-4604;insucesso;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
33661-4130;SUCESSO;2;1;2;2;0;38;1;0;0;0;0;0;0;8;6;2;0;1;1;0;0;0;0;16;7;0;0;0;0;5;1;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;1;1;0;16;2;2;2;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;21;0;12;13;2;0;0;1;7;1;4;0;1;1;0;0;0;0;0;0;1;0;20;1;0;10;1;5;3;0;0;0;0;0;0;0;0;1;0;20;9;5;1;1;0;6;0;1;2;0;0;0;0;0;0;0;0;10;1;0;1;2;0;0;13;9;15;1;1;1;1;0;4;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
3371-4605;insucesso;1;0;1;1;0;15;1;0;3;0;2;0;1;3;3;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;1;2;0;1;6;0;0;0;0;0;1;1;1;0;0;0;0;0;0;4;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;2;0;1;1;1;1;1;1;1;4;0;0;1;0;0;0;0;0;8;0;1;0;0;0;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
34838-4605;SUCESSO;3;0;3;1;0;57;3;0;6;3;1;0;0;0;0;10;4;8;1;0;0;4;0;0;0;7;2;0;1;0;16;2;0;5;2;0;0;0;0;1;0;0;0;1;1;0;6;5;0;15;3;3;5;2;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;27;0;0;0;0;5;0;1;0;1;1;1;0;1;0;9;7;0;0;22;8;0;14;0;2;0;0;0;0;8;6;0;1;1;1;2;0;0;0;2;0;0;16;3;0;7;0;3;2;2;1;1;0;0;10;3;0;2;1;1;0;0;0;38;1;5;1;0;1;10;0;1;4;3;0;0;4;0;0;1;3;0;0;1;1;0;0;0;0;0;0;0;0;3;1;0;3;0;0;0;0;0
34850-4130;SUCESSO;2;1;1;1;0;77;6;0;6;0;2;0;0;0;0;9;0;8;2;1;0;0;0;0;0;2;0;0;0;0;18;1;2;7;1;0;1;0;1;2;0;0;0;1;1;1;3;3;2;18;1;1;4;1;1;4;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;21;6;1;1;0;5;1;2;1;1;0;0;0;0;0;0;0;1;0;21;0;0;13;2;4;2;1;0;0;0;0;0;1;0;1;1;1;1;1;4;3;1;27;1;3;8;0;4;2;2;2;1;0;0;13;3;0;3;1;1;0;0;0;52;2;1;3;2;1;13;0;1;4;3;0;0;3;2;1;1;5;0;1;0;0;2;1;1;1;1;0;2;2;13;4;2;5;0;2;2;1;0
34942-4604;insucesso;2;2;0;0;0;11;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;15;0;0;0;0;1;4;0;0;2;1;1;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
35030-4605;insucesso;0;0;0;0;0;24;3;0;5;0;2;2;1;0;0;5;1;1;0;0;0;0;0;0;0;2;0;0;0;0;5;2;0;1;0;1;1;0;0;2;1;1;0;0;0;0;0;0;0;17;0;0;3;0;1;4;1;0;3;0;0;0;4;0;0;0;0;0;0;8;0;0;0;3;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;2;11;1;2;2;0;1;1;0;0;0;0;0;2;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;2;0;0;26;0;4;1;0;0;6;1;0;1;0;0;0;0;0;0;0;11;0;1;8;0;0;1;1;1;1;0;6;1;0;0;0;8;1;6;1;0;1
3602-4130;SUCESSO;2;1;2;1;0;42;3;0;1;0;0;0;1;0;0;4;0;3;0;0;0;0;0;0;0;1;0;0;0;0;7;0;0;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;7;2;2;3;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;6;3;1;1;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;8;0;0;6;2;2;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;2;0;0;2;0;1;0;0;0;0;0;1;4;0;0;0;0;1;0;0;0;21;0;0;2;2;0;6;0;2;2;2;0;0;2;0;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0
