IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>14>41>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>41>43>44>;14>42>;14>42>41>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>45>;14>49>;14>49>49>;14>49>49>48>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;16>31>14>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>32>;30>32>;30>32>31>;30>41>;30>48>;31>;31>14>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>32>;31>30>41>;31>31>;31>31>30>;31>32>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;32>31>30>31>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;42>41>;43>;43>14>;43>41>;43>43>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>14>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>
31410-5384;insucesso;1;1;0;0;19;0;0;0;3;1;0;0;2;0;2;1;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;4;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;3;0;0;0;3;0;2;1;0;0;0;4;2;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
31510-5489;SUCESSO;1;1;0;0;15;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;1;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;2;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;14;0;0;0;0;6;0;0;4;0;3;3;2;2;0;0;0;0;0;0;0;0;4;0;0;0;4;0;3;0;0;0;0;9;2;1;1;1;1;6;2;1;3;2;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31520-5489;SUCESSO;1;1;0;0;18;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;2;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;2;0;0;3;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;0;0;1;0;1;0;1;1;0;2;2;0;0;0;0;2;2;0;2;2;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31570-5490;SUCESSO;1;1;0;0;34;1;0;0;1;0;0;0;11;0;6;0;2;1;0;2;0;0;0;13;0;5;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;7;6;0;0;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;23;1;0;0;0;3;0;1;1;0;0;1;0;0;0;0;0;0;1;2;28;1;0;16;0;0;2;1;1;1;0;0;0;0;0;3;1;0;3;1;1;0;0;0;0;37;0;0;2;0;7;2;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;4;0;0;0;0;2;1;1;0;2;2;4;0;0;0;3;0;1;1;2;0
31572-5384;insucesso;0;0;0;0;6;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31673-5384;SUCESSO;1;1;0;0;27;1;1;0;3;0;0;0;8;0;6;0;2;1;1;2;0;0;0;9;1;5;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;3;3;7;0;0;0;1;0;1;2;1;1;1;0;0;0;0;21;0;0;0;0;9;0;4;2;0;0;2;1;0;0;0;0;0;1;1;21;0;0;15;0;0;6;2;1;1;0;0;0;0;0;3;2;0;3;0;0;0;0;0;0;24;0;1;2;0;13;0;0;5;0;2;1;1;1;0;2;0;3;0;0;0;0;6;0;2;1;3;0;1;0;1;1;0;10;2;2;0;0;0;4;2;2;3;2;2;2;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;14;5;1;1;3;0;0;0;0;0
31694-5384;SUCESSO;2;2;1;1;28;0;0;0;4;0;0;0;3;1;1;0;0;0;0;0;0;0;0;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;1;1;1;0;0;0;6;1;1;1;2;0;2;0;2;2;2;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6;2;1;3;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;1;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;6;1;0;0;0;5;5;0;0;1;1;3;0;0;0;2;0;1;1;0;0
31805-5489;insucesso;1;1;0;0;22;6;4;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;0;6;6;4;3;2;2;0;0;2;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;4;0;0;0;2;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;25;0;1;3;0;10;3;0;7;0;5;4;3;3;2;0;0;3;2;1;0;0;4;1;2;0;2;0;1;0;1;1;0;2;2;0;0;0;0;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;10;4;0;0;4;0;0;0;2;0
31806-5490;SUCESSO;1;1;0;0;18;2;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;3;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0
31816-5384;SUCESSO;1;0;1;0;55;8;3;0;6;1;0;2;7;1;3;1;1;0;0;2;0;0;0;17;2;8;3;1;0;0;0;0;0;2;2;1;1;0;2;0;0;0;0;0;3;3;0;0;0;11;0;0;0;2;0;0;0;0;0;0;0;6;0;0;9;4;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;3;0;21;7;3;9;3;0;2;0;0;0;0;0;0;0;0;2;1;0;2;0;7;0;0;0;0;40;3;2;9;3;25;6;2;16;5;7;3;2;1;0;2;1;4;3;2;0;0;8;0;0;1;6;2;5;0;4;4;3;8;4;0;0;2;2;7;3;0;5;2;0;5;2;3;1;2;0;1;0;0;0;0;0;0;0;0;2;0;2;0;5;4;15;3;0;0;10;1;3;2;1;7
31952-5490;SUCESSO;1;1;0;0;14;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;2;1;1;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;4;1;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;2;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;4;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;1;0;1;1;1;13;1;0;0;1;1;3;1;0;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32035-5384;insucesso;1;0;1;1;15;1;0;0;4;0;1;0;1;0;1;0;0;0;0;0;0;0;0;2;0;2;2;2;2;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;6;1;1;1;1;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;2;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;16;6;1;0;4;0;0;0;2;0
32879-5489;SUCESSO;1;0;1;1;9;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;0;2;0;0;0;0;0;0;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32892-5490;insucesso;1;0;1;1;15;0;0;0;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;0;3;3;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;25;0;0;0;0;12;0;1;0;0;0;2;1;0;0;0;0;0;2;0;26;1;1;13;0;0;6;1;0;2;1;0;0;0;1;1;0;0;1;2;0;0;0;0;0;24;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;3;0;0;0;0;0;0;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
33457-5490;insucesso;2;1;1;1;45;6;0;0;1;0;0;6;0;0;0;0;0;0;0;0;1;1;1;8;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;3;1;1;1;0;0;0;0;1;1;1;0;8;5;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;29;3;0;1;0;9;1;0;4;0;3;2;1;1;0;0;0;1;0;0;3;1;4;1;1;0;2;0;1;0;1;0;0;8;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;1;1;1;3;0;0;0;0;1;1;1;1;4;3;0;0;0;0;4;1;3;3;0;0
33680-5384;insucesso;0;0;0;0;21;3;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;3;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;3;2;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;2;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;0;1;1;2;0;0;1;0;1;1;0;0;0;0;0;2;1;0;0;0;4;0;0;0;3;0;1;0;0;0;0;7;1;1;0;0;0;4;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;4;0;3;1;0;0
35491-5490;insucesso;1;0;1;1;25;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;10;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;10;0;0;6;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;32;1;0;3;1;14;2;0;3;0;2;1;1;1;1;1;1;1;1;1;0;0;3;0;0;0;3;0;3;0;2;1;0;3;1;0;0;0;0;3;1;0;2;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;1;2;2;0;0
35558-5384;SUCESSO;1;0;1;1;59;4;1;0;4;1;0;0;7;0;2;0;0;0;0;2;0;0;0;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;2;3;3;2;0;0;12;1;1;1;6;0;2;0;0;0;0;0;1;0;0;13;4;0;0;0;9;3;4;3;2;2;1;0;0;0;0;0;0;0;0;24;4;2;12;1;0;8;4;3;1;0;0;0;0;0;4;2;0;1;0;0;0;0;0;0;31;1;0;5;2;13;2;0;6;1;2;2;0;0;0;0;0;1;0;0;0;0;3;0;0;0;2;0;1;0;1;1;0;7;2;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;3;1;0;0;0;1;1;0;0;2;2;8;0;0;0;3;0;2;2;0;0
35686-5489;SUCESSO;2;0;2;2;49;7;1;0;4;1;0;0;5;1;3;0;1;0;0;0;0;0;0;18;0;8;6;6;5;0;0;0;0;4;2;2;1;0;0;0;0;2;2;2;0;0;0;0;0;9;1;1;1;2;0;0;2;0;0;0;0;0;0;0;9;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;1;0;14;1;0;9;0;0;2;1;1;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;92;1;1;6;2;35;3;1;21;1;12;9;5;3;0;1;1;3;2;1;0;0;14;0;1;2;9;0;6;0;2;2;2;30;3;1;1;1;1;13;3;1;3;2;1;2;2;2;2;3;0;2;0;0;2;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;4;0;3;3;0;0
35699-5489;insucesso;0;0;0;0;18;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;3;0;0;0;2;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35700-5489;insucesso;3;2;2;2;52;2;1;0;6;3;1;0;25;4;12;4;2;0;0;0;1;0;0;11;1;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4;1;1;3;3;0;2;1;15;2;2;2;3;1;1;2;1;1;1;0;0;0;0;22;8;2;0;5;6;0;2;1;0;0;2;1;1;1;0;1;0;3;2;36;7;1;18;7;0;4;1;1;1;1;1;1;1;2;1;1;1;3;1;3;1;1;0;0;50;0;2;2;2;15;0;0;7;0;4;3;1;1;0;0;0;1;1;1;0;0;10;0;0;0;9;0;7;1;2;2;0;14;2;0;0;0;0;10;2;0;3;0;0;3;0;2;0;1;1;4;2;2;2;2;0;0;2;0;0;0;0;0;2;2;0;0;0;0;7;1;2;2;0;0
35718-5384;SUCESSO;1;0;1;1;54;1;0;0;8;0;0;0;14;1;6;0;2;1;0;2;0;0;0;13;1;5;3;2;2;0;0;0;0;3;2;1;1;0;1;0;0;1;1;1;3;3;0;3;3;13;0;0;0;2;0;1;1;0;0;0;0;0;0;0;14;0;0;0;0;7;0;2;0;0;0;1;1;0;0;0;0;0;1;0;26;1;1;14;0;0;6;2;0;0;0;0;0;0;0;3;2;0;1;1;0;0;0;0;0;41;0;0;3;1;17;2;1;9;1;5;3;1;1;0;2;1;5;3;1;0;0;13;0;2;0;9;1;5;0;4;3;3;14;3;1;0;1;1;8;2;1;6;1;0;5;1;4;1;0;0;1;0;0;1;2;1;0;0;0;1;0;1;0;1;1;13;9;6;4;2;0;1;1;1;0
35751-5490;insucesso;0;0;0;0;6;0;0;0;0;0;0;0;4;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;1;3;6;1;0;6;0;0;3;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35754-5489;insucesso;0;0;0;0;28;2;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;5;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;2;2;0;0;0;0;0;0;0;0;4;1;0;0;0;0
