IdAluno;Resultado;1>;11>;11>9>;13>;14>;14>11>;14>14>;14>14>14>;14>14>31>;14>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>31>48>;14>32>;14>32>31>;14>38>;14>38>14>;14>38>33>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>48>;14>49>;14>7>;14>8>;16>;16>31>;16>31>30>;17>;17>30>;17>30>30>;17>31>;17>31>31>;2>;2>14>;28>;28>30>;29>;29>48>;3>;30>;30>14>;30>14>31>;30>14>31>30>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>31>;30>31>;30>31>14>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>48>;31>31>;31>31>30>;31>31>31>;31>32>;31>38>;31>41>;31>48>;31>48>29>;31>48>30>;32>;32>14>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;34>38>;36>;36>34>;36>34>37>;36>36>;36>36>34>;36>37>;36>38>;37>;37>34>;37>36>;37>38>;38>;38>14>;38>14>31>;38>31>;38>33>;38>36>;38>38>;39>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;42>;46>;48>;48>13>;48>14>;48>29>;48>29>48>;48>30>;48>30>30>;48>31>;48>48>;48>48>48>;49>;49>14>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>5>;8>;8>7>;9>
10461-4428;SUCESSO;1;5;1;0;98;2;8;0;4;3;33;0;10;1;2;1;1;2;0;0;0;5;0;0;14;1;2;0;0;0;1;0;4;4;4;7;3;0;3;0;7;1;1;1;0;0;0;29;5;2;1;10;1;6;3;3;2;1;6;0;3;0;0;0;2;2;66;3;0;0;0;20;2;1;7;6;3;3;2;1;0;0;0;6;1;0;0;0;5;1;0;1;3;1;2;0;5;5;3;3;0;2;6;2;0;0;0;3;0;7;0;0;2;14;2;0;0;5;1;3;1;0;54;0;7;0;13;3;4;1;0;3;8;0;2;0;0;2;1;0;2;1;0;0;0;0;1;1;0;0;0;2;0;1;0;0;1
10546-4428;SUCESSO;0;1;0;0;49;1;0;0;0;1;11;0;2;0;0;0;0;2;0;0;0;4;1;0;7;1;0;0;0;2;0;0;3;3;1;4;0;0;4;0;6;3;1;0;8;3;0;14;0;0;0;11;0;8;5;3;2;1;2;0;2;0;0;0;2;0;39;1;0;0;0;8;0;0;4;3;3;1;1;1;0;0;0;7;1;1;1;1;4;2;0;2;2;0;0;0;5;5;0;0;2;1;6;2;2;0;0;2;1;4;2;0;1;14;4;0;2;3;0;1;2;1;36;0;5;0;10;2;3;1;0;0;13;0;0;7;1;2;2;0;1;1;5;0;3;3;0;0;0;0;0;0;0;0;0;0;0
11823-6547;SUCESSO;1;5;0;0;54;2;0;0;0;0;24;1;11;2;1;0;0;6;0;0;0;6;0;1;9;2;2;0;0;1;0;0;4;4;1;14;11;0;3;0;6;1;1;1;0;0;0;47;4;2;1;9;0;6;5;1;0;0;1;0;0;0;0;0;2;0;52;7;2;0;0;28;3;2;6;3;3;1;1;0;0;0;0;9;6;0;0;0;4;0;0;0;0;0;0;0;5;5;2;1;3;0;6;4;3;3;0;2;0;5;1;0;4;12;2;0;3;5;2;2;0;0;27;0;6;3;5;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
12849-4224;SUCESSO;1;10;1;0;98;4;8;0;2;2;41;1;13;5;0;0;1;3;8;0;0;12;2;0;12;3;4;1;0;0;0;0;4;4;2;8;4;0;4;0;7;1;3;2;10;1;0;33;13;5;3;4;2;2;1;1;0;0;5;0;4;2;0;0;0;2;68;2;1;0;0;27;10;3;3;2;1;1;3;2;0;0;0;5;2;1;0;2;1;15;9;1;1;0;1;1;4;4;0;0;2;2;10;3;2;0;0;0;2;3;0;0;2;21;4;1;3;3;3;3;3;0;37;5;5;2;11;1;4;1;1;1;25;0;5;10;1;2;0;0;4;1;2;0;1;0;0;0;0;0;0;1;0;0;0;0;1
13036-4429;insucesso;0;0;0;0;30;0;3;2;1;0;9;0;3;2;0;0;0;1;0;0;0;2;0;2;3;0;0;0;2;0;0;0;1;1;1;1;0;0;1;0;2;1;0;0;0;0;0;12;2;0;0;7;0;4;3;1;0;1;2;0;2;1;1;0;0;2;19;0;0;0;0;9;2;0;4;3;2;0;1;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;1;2;1;0;1;0;1;0;2;1;1;0;5;0;0;0;2;1;0;0;0;7;0;0;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
13483-6547;SUCESSO;1;2;1;0;59;2;3;0;2;3;30;1;20;0;2;1;3;1;0;0;0;2;1;0;16;1;1;0;0;1;0;0;3;3;3;9;7;0;1;0;8;1;3;3;0;0;0;53;1;1;1;11;0;5;3;1;0;4;19;0;14;6;0;0;1;2;64;6;1;0;1;43;1;1;10;3;2;1;11;8;0;0;0;3;2;0;1;0;3;1;0;1;3;0;2;2;3;3;1;1;1;1;5;0;0;0;0;2;0;3;1;0;1;9;4;2;1;3;1;0;0;0;47;3;3;1;8;1;2;1;1;2;5;0;0;0;0;2;0;0;2;1;1;0;0;1;0;0;0;0;0;2;0;0;0;0;1
14770-4429;SUCESSO;1;2;1;0;36;1;13;0;3;0;10;0;2;0;1;1;0;1;0;1;0;3;0;0;10;1;3;2;0;0;1;0;2;2;0;4;1;0;3;0;4;0;2;0;0;0;0;15;3;1;1;5;0;4;2;0;0;1;3;0;0;0;0;0;1;0;33;2;1;0;0;6;0;0;2;1;1;0;1;0;0;0;0;9;3;3;0;0;1;3;0;2;2;1;1;0;7;7;2;1;3;0;9;3;3;0;0;2;2;6;1;0;2;15;3;1;1;6;1;3;0;0;27;0;2;0;6;0;2;1;0;1;4;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
14874-6547;SUCESSO;1;2;1;0;36;0;0;0;0;0;7;0;5;0;2;1;1;0;0;0;0;1;0;0;18;2;1;0;0;0;1;0;3;3;3;10;6;0;4;0;5;0;1;1;1;0;1;33;1;0;0;9;0;5;2;1;0;0;5;0;3;0;0;0;1;1;38;2;0;0;0;20;0;0;7;4;2;1;1;1;0;0;0;3;2;0;2;0;3;1;1;0;3;3;0;0;4;4;2;1;0;1;33;1;0;6;0;4;1;4;3;0;1;9;1;1;2;1;0;0;0;1;54;1;5;3;4;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;3;0;0;0;0;1
14884-4428;insucesso;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;3;0;2;1;1;0;0;2;0;1;1;1;0;0;0;5;0;0;0;0;3;0;0;1;0;0;0;2;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15016-4428;SUCESSO;0;1;1;0;24;0;2;0;1;1;8;0;0;0;0;0;0;1;0;0;0;3;1;2;4;0;4;4;0;0;0;0;2;2;0;0;0;0;0;0;4;1;0;0;0;0;0;3;1;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;18;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;0;3;3;2;0;1;0;11;1;1;2;0;0;2;3;2;0;0;5;2;1;0;3;0;0;0;0;9;0;4;1;5;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15054-7111;SUCESSO;1;3;1;0;50;3;0;0;0;0;23;1;11;0;3;1;1;0;4;0;0;3;0;1;6;0;0;0;0;0;3;0;3;3;1;14;8;0;4;0;4;0;1;1;5;1;0;38;4;2;0;16;1;3;3;1;1;4;6;0;4;1;0;0;0;0;44;6;2;0;0;21;0;0;6;1;1;1;2;2;0;0;0;3;0;1;2;1;0;5;4;0;3;1;2;1;3;3;2;2;0;0;5;0;0;0;0;2;0;4;1;0;0;6;0;0;0;1;2;0;0;0;24;0;1;0;3;0;1;1;0;4;8;0;1;5;1;0;0;0;2;0;1;0;1;1;0;0;9;3;1;4;0;0;0;0;1
15183-6547;insucesso;0;2;1;0;39;1;0;0;0;5;10;0;3;0;1;0;1;1;2;0;0;2;0;0;14;0;2;0;0;0;1;0;2;2;0;1;0;0;1;0;5;1;0;0;0;0;0;10;2;1;0;2;1;2;1;1;0;0;2;0;1;0;0;0;0;0;22;1;1;1;0;5;0;0;1;1;1;0;2;1;0;0;0;4;0;2;0;0;1;3;0;2;0;0;0;0;2;2;2;0;0;0;2;0;0;0;0;1;0;2;1;0;1;6;0;0;0;2;0;0;0;0;23;0;1;0;4;1;0;0;0;0;4;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1
16627-6547;SUCESSO;1;3;0;0;35;0;3;0;1;1;4;0;1;0;0;0;0;1;0;0;0;3;0;0;14;1;3;0;1;3;1;0;2;2;0;0;0;0;0;0;6;0;0;0;0;0;2;14;0;0;0;5;0;2;0;0;0;1;3;0;1;0;0;0;0;0;17;1;0;0;1;6;0;0;4;2;0;0;0;0;0;0;0;6;3;1;0;0;0;2;0;2;0;0;0;0;2;2;1;1;1;0;4;1;0;0;0;1;0;2;0;0;0;9;1;0;2;1;1;1;0;0;44;0;1;0;4;0;1;0;0;1;10;0;0;0;0;2;1;0;2;1;4;0;2;3;1;1;1;0;0;4;0;1;0;0;1
17555-6395;SUCESSO;1;0;0;2;22;0;0;0;0;1;15;0;10;1;0;0;0;3;1;0;0;2;0;1;2;1;0;0;1;0;0;0;1;1;0;14;11;0;2;0;4;0;1;0;0;0;0;28;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;23;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;2;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;6;1;1;0;1;0;0;0;1;3;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18200-6547;insucesso;0;10;1;0;61;7;3;0;1;2;26;2;11;1;2;0;0;3;1;0;0;3;1;0;10;0;1;0;0;0;0;0;4;4;0;3;2;0;1;0;2;0;1;0;3;0;0;24;5;1;1;6;2;4;2;2;0;0;1;0;1;0;0;0;0;0;41;4;0;0;1;15;3;0;4;1;0;0;0;0;0;0;0;3;1;1;1;0;0;6;1;4;1;0;1;1;1;1;0;0;1;0;8;1;1;1;1;0;1;1;0;1;0;6;3;1;0;0;0;0;0;0;18;0;3;0;2;0;0;0;0;0;6;0;0;3;0;4;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
18344-4912;insucesso;0;2;1;0;22;2;1;0;0;0;12;2;9;0;3;0;3;1;0;0;0;0;0;0;3;0;1;0;1;4;0;0;3;3;3;2;1;0;1;0;0;0;0;0;0;0;0;16;2;2;2;8;0;5;3;2;0;0;7;1;5;2;2;1;0;4;19;3;1;1;0;15;2;0;7;4;2;0;7;5;2;2;2;1;1;1;2;0;2;0;0;0;2;2;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;2;0;0;0;1;0;0;1;1;14;0;2;1;2;1;0;0;0;0;7;0;4;0;0;0;0;1;1;0;5;3;2;0;0;0;0;0;0;0;0;0;0;0;1
19173-4429;insucesso;0;0;0;0;17;0;3;0;1;1;4;1;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;1;0;1;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19653-6547;SUCESSO;2;2;1;0;28;1;0;0;0;1;8;0;5;1;0;0;0;0;0;0;0;0;0;0;7;1;2;1;0;0;0;0;2;2;1;9;6;0;3;0;7;0;1;1;0;0;0;24;3;1;1;3;0;0;0;0;0;0;1;0;1;0;0;0;3;0;23;0;0;0;0;11;2;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;6;6;1;1;3;0;6;2;2;1;0;3;1;6;2;0;3;9;2;0;2;4;0;0;0;0;17;1;2;0;5;1;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
19930-4428;SUCESSO;1;4;1;0;62;2;0;0;0;3;12;2;1;0;0;0;0;1;1;0;0;8;3;2;18;0;5;0;1;0;1;0;2;2;1;1;0;0;1;0;8;1;0;0;0;0;0;9;3;2;0;2;1;1;1;1;1;0;0;0;0;0;0;0;1;1;18;3;2;0;0;3;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;3;0;3;0;1;0;0;0;0;6;6;2;1;2;2;8;3;2;2;0;2;1;4;1;0;1;20;6;0;1;5;0;1;0;0;37;0;1;0;9;0;0;0;0;1;6;0;0;0;0;3;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
20415-4224;SUCESSO;1;9;1;1;92;7;11;0;4;3;28;4;9;1;5;2;1;1;2;3;0;6;2;2;12;0;4;0;2;1;3;0;3;3;3;6;2;0;4;0;4;2;2;1;3;0;0;36;9;3;2;21;7;8;4;3;3;4;8;0;4;0;0;0;0;2;69;7;1;0;0;28;3;1;17;6;4;3;3;2;0;0;0;3;1;1;4;1;1;3;3;0;15;3;9;4;5;3;2;0;2;0;14;2;1;4;0;1;2;2;1;0;1;12;3;1;0;4;2;1;2;1;29;1;2;0;10;1;2;1;1;1;9;0;1;3;0;1;1;0;0;0;2;0;0;1;2;1;22;12;6;9;0;2;6;0;1
21206-5102;SUCESSO;0;3;1;0;109;2;2;0;0;4;20;0;8;0;3;2;0;3;1;1;0;1;0;0;21;1;6;2;0;0;2;0;4;4;2;5;1;0;3;0;6;1;0;0;0;0;0;46;2;0;0;19;1;8;2;1;0;2;5;0;1;0;0;0;2;1;50;4;2;0;0;20;1;0;8;4;2;1;0;0;0;0;0;7;1;0;0;0;3;1;0;0;3;1;0;0;4;3;0;0;2;1;8;3;2;0;0;0;0;2;0;0;0;10;1;1;0;4;1;0;1;0;54;4;4;1;13;0;3;1;2;0;4;0;1;0;0;1;1;0;2;2;0;0;0;0;0;0;3;1;1;5;0;0;3;0;1
21635-4428;SUCESSO;1;1;1;0;52;1;2;0;1;4;9;1;0;0;0;0;0;0;0;0;0;7;1;1;8;0;0;0;0;0;0;0;2;2;1;1;0;0;1;0;9;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;1;0;0;0;0;3;3;0;0;1;2;6;3;1;1;0;0;0;1;0;0;0;15;4;0;0;2;1;0;0;0;33;0;0;0;3;0;0;0;0;1;5;0;1;0;0;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
21973-6547;SUCESSO;1;6;1;0;75;4;3;0;1;5;45;0;31;5;1;0;4;6;1;0;0;4;0;1;4;1;1;1;0;1;1;0;2;2;1;15;13;0;2;0;9;1;5;5;0;0;0;66;10;2;1;8;0;3;3;3;3;1;5;0;2;0;0;0;0;3;60;2;1;0;0;47;6;1;3;1;1;1;4;1;0;0;0;8;6;0;1;1;2;2;0;2;4;1;3;2;2;1;0;0;1;0;2;1;1;0;0;0;0;1;0;0;1;7;0;0;1;2;1;1;1;0;8;0;1;1;2;0;2;1;0;2;19;0;3;0;0;4;3;0;4;2;1;0;1;1;0;0;0;0;0;2;0;0;0;0;1
22435-4912;insucesso;0;6;1;1;47;2;3;0;1;2;19;3;11;1;1;0;0;1;0;0;0;1;0;0;5;0;4;0;1;3;2;0;2;2;1;1;0;0;1;0;4;0;0;0;2;0;2;22;2;1;1;6;0;2;0;0;0;0;2;0;1;0;0;0;0;1;39;5;1;0;0;17;1;0;5;2;0;0;0;0;0;0;1;3;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0;0;1;0;4;1;1;1;1;0;0;1;0;0;1;3;1;1;0;0;0;0;0;0;15;0;3;0;7;1;4;2;0;0;7;1;3;2;0;0;0;0;1;0;6;2;3;0;1;0;0;0;0;2;0;0;0;0;1
22435-6547;SUCESSO;1;3;1;0;42;0;3;0;0;5;12;0;7;1;5;2;1;0;0;0;0;4;1;1;5;0;2;1;0;0;1;0;1;1;1;3;2;0;1;0;9;1;0;0;0;0;2;13;6;2;0;7;2;3;1;0;0;0;2;0;1;0;0;0;0;0;23;1;0;0;0;10;2;1;6;2;1;0;1;1;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;8;1;1;0;1;0;0;0;0;21;0;1;1;5;0;2;1;0;1;2;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
22450-4429;SUCESSO;1;4;1;0;36;0;1;0;0;1;5;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;1;1;2;0;1;0;2;1;1;4;0;0;4;0;7;0;1;1;0;0;0;16;0;0;0;6;0;3;1;1;1;0;0;0;0;0;0;0;0;1;40;0;0;0;0;7;0;0;2;1;1;1;0;0;0;0;0;3;1;0;0;1;1;5;0;2;0;0;0;0;5;4;0;0;2;0;23;2;1;0;0;0;2;3;0;0;1;13;0;0;2;2;1;0;0;1;21;0;2;1;8;0;3;0;0;1;34;0;1;0;0;4;3;0;12;6;1;0;1;1;1;0;0;0;0;2;0;0;0;0;1
22566-4428;SUCESSO;0;3;1;0;28;1;2;0;1;0;7;1;3;1;0;0;1;0;0;4;0;1;0;0;3;0;0;0;1;0;1;0;0;0;0;3;2;0;1;0;2;0;0;0;1;1;3;6;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;2;0;15;2;1;0;0;4;2;0;0;0;0;0;2;1;0;0;0;3;0;0;0;2;0;2;0;1;5;0;2;0;5;5;4;3;0;1;9;2;0;0;0;3;1;4;1;0;1;11;1;1;1;5;0;0;1;0;12;0;1;0;1;0;1;0;0;0;5;0;0;1;0;1;0;0;3;3;1;0;1;1;1;0;0;0;0;2;0;1;0;0;1
22779-4224;insucesso;1;0;0;0;10;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
23060-4428;SUCESSO;0;0;0;0;41;0;0;0;0;1;7;2;2;2;0;0;0;0;3;0;0;2;1;1;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;6;3;2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;14;7;1;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;2;0;0;1;4;0;0;0;0;1;2;3;1;0;1;11;5;1;0;3;1;1;7;0;20;0;1;0;4;0;0;0;1;0;4;0;3;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0
23467-4429;SUCESSO;1;4;1;15;53;1;2;0;0;3;19;1;5;3;0;0;1;0;1;0;0;6;1;1;8;0;6;4;10;0;1;0;2;2;2;8;4;0;4;0;7;1;0;0;0;0;0;15;6;3;3;3;0;2;1;1;1;1;4;0;3;0;0;0;0;1;33;5;1;0;1;10;4;2;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;3;3;0;0;1;2;10;0;0;2;0;1;2;2;1;0;0;14;1;1;0;3;0;0;0;0;16;0;1;0;9;1;6;2;0;1;18;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;16;2;0;3;0;0;0;0;1
23859-6395;insucesso;0;0;0;0;9;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;9;0;0;2;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;1;10;0;0;0;6;0;5;3;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24295-4224;insucesso;1;4;1;0;29;1;1;0;1;1;12;2;2;0;0;0;1;2;0;0;0;2;0;2;2;0;2;0;0;0;2;1;4;4;1;3;0;0;3;2;6;1;1;0;0;0;0;14;0;0;0;3;0;1;0;0;0;0;2;0;0;0;0;0;0;1;34;6;3;0;0;8;0;0;2;0;0;0;1;0;0;0;1;8;1;2;0;0;0;2;0;0;0;0;0;0;3;2;0;0;1;1;2;0;0;1;0;1;1;2;1;1;0;7;2;2;0;3;0;0;0;0;14;0;3;0;7;1;4;2;0;1;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;1
24303-7111;insucesso;1;1;1;0;15;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;1;1;0;5;1;0;4;0;3;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;1;0;6;1;1;0;0;0;1;1;0;1;0;3;1;0;0;1;0;0;0;0;15;0;2;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
24701-4429;SUCESSO;1;9;1;1;164;6;1;0;0;5;82;0;38;0;27;9;2;20;9;0;0;12;0;1;16;1;3;0;0;1;5;0;3;3;0;24;10;0;14;0;13;0;1;1;12;2;1;129;10;2;0;75;8;31;16;9;6;4;9;0;4;1;0;0;4;6;150;3;0;0;0;82;1;0;51;20;9;6;4;2;0;0;0;30;19;6;0;0;9;13;10;3;1;0;1;0;4;3;0;0;1;2;5;2;1;1;0;1;0;6;1;0;1;26;3;0;3;4;0;2;1;0;52;1;8;2;8;0;0;0;2;1;21;0;1;11;2;5;4;0;2;0;2;0;1;1;0;0;60;19;8;14;0;0;1;0;1
25513-4912;SUCESSO;1;14;1;0;124;10;5;0;0;1;39;1;21;2;9;3;5;8;0;3;0;4;0;2;25;6;6;2;0;5;5;0;4;4;1;11;6;0;5;0;6;1;0;0;7;1;1;66;10;3;1;31;3;19;13;11;9;4;14;0;12;0;0;0;3;4;84;11;3;0;1;49;7;2;23;14;9;8;8;6;0;0;0;18;9;0;2;1;3;3;3;0;11;0;11;6;5;5;2;1;1;1;7;3;1;2;0;2;1;3;1;0;2;9;3;1;0;5;1;1;1;1;47;0;9;5;12;2;5;0;2;1;12;0;0;7;1;0;0;0;3;2;7;0;1;3;8;8;0;0;0;8;0;5;5;0;1
27352-6395;SUCESSO;0;0;0;0;30;0;3;0;1;1;12;1;4;1;1;1;0;1;0;0;0;3;1;1;7;2;3;0;1;0;1;0;3;2;0;3;0;0;3;0;2;1;0;0;0;0;0;8;1;0;0;4;0;3;0;0;0;1;1;0;0;0;0;0;1;0;23;3;1;0;1;6;1;0;2;2;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;3;3;2;2;1;0;4;0;0;0;0;2;1;3;0;0;0;8;2;0;1;3;1;0;0;0;10;1;2;0;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
27512-4224;SUCESSO;1;4;1;0;62;3;0;0;0;3;24;0;15;3;3;2;3;3;0;0;0;5;0;1;7;0;0;0;0;0;2;0;4;4;2;12;6;0;6;0;8;1;2;1;0;0;0;31;9;5;4;8;3;4;2;0;0;1;5;0;2;0;0;0;1;2;48;5;2;0;0;24;4;2;5;2;1;0;3;1;0;0;0;4;1;2;0;0;1;2;0;0;2;2;0;0;6;6;1;0;4;1;33;5;4;7;0;1;2;5;1;0;2;23;5;1;1;5;4;2;0;0;17;0;2;1;3;1;0;0;0;2;9;0;2;0;0;1;0;0;2;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;1
27547-4428;SUCESSO;1;4;1;0;69;2;11;0;1;6;17;3;9;2;2;2;3;1;0;1;0;9;2;3;11;0;4;2;0;0;0;0;4;4;3;7;3;0;4;0;7;2;3;1;0;0;14;35;6;1;1;10;0;8;3;2;2;1;9;0;7;3;0;0;3;0;48;4;2;0;0;20;6;1;5;3;0;0;6;5;0;0;0;5;3;0;1;0;1;0;0;0;2;0;2;1;5;5;2;2;0;0;8;2;0;2;0;3;2;3;1;0;0;18;5;1;3;4;3;0;15;0;37;2;5;0;12;3;8;3;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1
27548-6547;SUCESSO;0;3;0;0;29;1;2;0;1;0;8;0;1;0;0;0;0;0;0;5;0;0;0;0;2;0;0;0;1;0;0;0;3;3;0;3;2;0;1;0;1;0;3;3;3;2;1;20;0;0;0;4;0;2;2;0;0;0;2;0;1;0;0;0;0;2;24;1;0;0;0;8;0;0;1;1;1;0;1;1;0;0;0;2;2;0;1;0;0;3;1;1;8;2;4;3;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;2;1;0;0;1;0;0;0;1;8;0;0;0;2;0;0;0;0;0;6;0;0;3;1;2;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
27699-4912;SUCESSO;1;10;1;0;162;8;17;0;4;4;90;11;43;12;5;0;4;21;4;0;0;12;1;3;6;0;1;0;1;2;2;0;6;6;4;28;22;0;6;0;7;1;10;3;0;0;0;93;47;15;9;20;7;4;2;0;0;1;9;0;2;0;0;0;2;2;130;40;14;0;1;64;21;6;11;2;2;0;6;2;0;0;0;31;9;6;1;1;3;6;0;1;1;0;0;0;5;5;1;1;3;1;16;4;3;4;0;1;0;6;0;0;2;19;2;2;2;5;7;0;1;0;25;0;2;0;8;0;3;2;0;1;12;0;2;0;0;2;2;0;0;0;3;0;1;2;2;2;0;0;0;3;0;2;0;0;1
